incident_date,city,state,description,plan,citation
9/20/2009,rathdrum,id,"Decedent was working inside a mobile home, mixing propane and butane to make a substitute refrigerant. A fire occurred. The cause of death was determined to be carbon monoxide asphyxiation.",unknown,unknown
9/21/2009,st. maries,id,Decedent was driving a log truck uphill to pick up a load of logs. The truck left the road and went 200 feet down a hill. Decedent was thrown for the truck.,unknown,unknown
9/23/2009,sparta,ga,"Employees were installing roof trusses 20 feet from ground level, when 50 trusses fell in a domino effect crushing the employees. One employee fatality and to employees were hospitalized.",unknown,unknown
9/24/2009,amarillo,tx,"Decedent was observed standing behind the parts counter, conscious but bleeding from the head.",unknown,unknown
9/25/2009,hoboken,nj,"Decedent fell 4-ft, 8-inches off a platform, striking his head.",unknown,unknown
9/25/2009,deland,fl,"Decedent was cleaning the grout on the walls with a pressure washer, containing water, and was overexposed to carbon monoxide.",unknown,unknown
9/25/2009,scranton,ar,"Decedent was dumping a load of offal from a tractor trailer. He was in the process of dumping offal into a bin when the tailgate malfunctioned. Decedent was freeing the tailgate, it released, and the load swept the decedent into the offal bin. Decedent drowned in the bin.",unknown,unknown
9/26/2009,grand praire,tx,"Decedent was using a scaffold above 10 to 15 feet while painting. Instead of extending the scaffold, he used a step ladder on the scaffold, and feel off the scaffold.",unknown,unknown
9/26/2009,louisville,ky,The decedent returned from his break to his work area and was sitting when he fell over. He was transported to a local hospital where he was pronounced dead. It was determined the decedent died from natural causes.,unknown,unknown
9/27/2009,laughlin,nv,The decedent was not feeling well and left work early. While he was sitting waiting for the bus he collapsed and was non-responsive from an apparent heart attack. He was transported to the hospital where he was pronounced dead.,unknown,unknown
9/28/2009,davenport,ia,The decedent was removing a part from an elevated truck. The truck fell crushing the decedent.,unknown,unknown
9/28/2009,evansville,in,"Decedent was assisting in unloading material when he fell from the back of the truck, striking his head.",unknown,unknown
9/28/2009,melvin,tx,Employees were installing a tilt-wall into a trench. Decedent was inside the trench when the earth collapsed.,unknown,unknown
9/28/2009,eagle mountain,ut,Decedent was operating a roller compactor on a grade. The compactor tipped over and fell on the decedent resulting in the decedent's death.,unknown,unknown
9/28/2009,mansfield,la,Decedent was walking across a tank and fell through a hatch into a tank of boiling water. He either drowned or died of thermal burns.,unknown,unknown
9/29/2009,las vegas,nv,Decedent collapsed in the Macy's West store. CPR was performed. The decedent passed away at the hospital.,unknown,unknown
9/30/2009,jasper,in,Decedent was unloading logs from truck in sawmill yard. While releasing straps one of the logs rolled onto the employee.,unknown,unknown
9/30/2009,milburn,nj,Decedent was trimming a tree and fell 60 feet to the ground.,unknown,unknown
9/30/2009,bellfonte,pa,Decedent was inside a silo loading the feeder from a ladder. He became wedged within the ladder cage in a fetal position and suffocated.,unknown,unknown
9/19/2009,las vegas,nv,"The worker was assigned to perform irrigation maintenance work in an apartment complex. The worker was asked by a couple moving for help moving furniture. While moving a piece of furniture, the worker got on the truck, fell to the ground and hit his head. The worker was taken to the hospital where he died 14 days later.",unknown,unknown
9/25/2009,mauldin,sc,"The worker was operating a pallet jack, when entering an intersection drove into the stairwell.",unknown,unknown
9/30/2009,las vegas,nv,The worker was found behind the sales counter unconscious and unresponsive. The worker was pronounced dead at the scene by the coroner's office at 4:30pm.,unknown,unknown
10/1/2009,san juan,pr,Worker was run over by an intermodal container.,unknown,unknown
10/1/2009,mckees rocks,pa,Worker was sandblasting under a bridge and fell 124-feet from a two-point suspension scaffold.,unknown,unknown
10/1/2009,w. monroe,la,Worker was inside the engine compartment of a backhoe changing the filters and was struck by the counter weight of another backhoe.,unknown,unknown
10/1/2009,mountain home,tx,Worker was loading a wild barrsinghuas into a holding pen. The animal gored the decedent in the leg and back.,unknown,unknown
10/2/2009,deerfield,il,Worker was putting in metal studs and was found on the scissor lift.,unknown,unknown
10/2/2009,lady lake,fl,Worker was found unresponsive in the employee restroom.,unknown,unknown
10/3/2009,albuquerque,nm,The worker was in route to the Bernalillo County Detention Center to dispense medication to inmates and was struck by another car on the I-40 Frontage Road.,unknown,unknown
10/3/2009,jackson,ms,"Worker was assigned to check out a semi-trailer's front right air bag. While positioned between the two trailer axles, he was struck on the head by the left front air bag's base cup.",unknown,unknown
10/4/2009,salem,wv,Worker was performing work on a gas drilling rig and was struck in the chest by a drill pipe.,unknown,unknown
10/5/2009,san antonio,tx,Worker was carrying tools to the other side of a metal corrugated roof and fell 25-feet through one of the skylights.,unknown,unknown
10/5/2009,houma,la,"Worker was performing welding duties aboard a marine vessel. An electrode from his welding equipment contacted the sweat on his neck, causing an electric shock.",unknown,unknown
10/5/2009,tallahassee,fl,Worker was electrocuted.,unknown,unknown
10/6/2009,mesa,az,"The worker was crushed under a 12-foot long, 3-inch diameter carpet roll.",unknown,unknown
10/6/2009,archer,fl,"Worker was trimming trees and was electrocuted, after the aerial lift contacted an overhead powerline, causing the bucket truck to become energized.",unknown,unknown
10/6/2009,ulysses,ks,Worker was operating a line 2 extrusion machine and was struck by a plug at the end of the line.,unknown,unknown
10/7/2009,springfield,mo,Worker was cleaning the hardened plastic from the mold. He was standing in between the mold plates when the machine started and was crushed between the mold plates.,unknown,unknown
10/7/2009,parma,oh,"Worker was cleaning a pizza oven and was found later, unresponsive in the break room.",unknown,unknown
10/7/2009,north charleston,sc,Worker was locking down a shipping container to the bed of his truck and was struck by the rubber tire crane.,unknown,unknown
10/7/2009,las vegas,nv,"The worker was traveling in a patrol vehicle when the patrol vehicle left the road, struck a stationary object and rolled over. The worker was taken to the hospital where he later died.",unknown,unknown
10/7/2009,wilmington,nc,"The worker used a set of 2-ton underslung hoists to raise a boat on a trailer. The boat fell, crushing the worker between the boat and the left rear of the trailer.",unknown,unknown
10/7/2009,norfolk,ne,Worker was washing flights on an auger of a concrete machine and was pulled into the flights of the auger.,unknown,unknown
10/8/2009,taylor,tx,"Worker was under a home doing plumbing work in a tunnel, dug under the concrete foundation using an electrical shovel type drill, and was electrocuted.",unknown,unknown
10/9/2009,steamboat springs,co,Worker was struck by a pipe cap in the back.,unknown,unknown
10/9/2009,sour lake,tx,"Employees were splicing a de-energized downed oil field line. The oil field line got into a 7300-volt line, electrocuting one worker.",unknown,unknown
9/14/2009,las vegas,nv,"The worker complained of a headache and was transported to the hospital. The worker passed away from natural causes on September 24, 2009.",unknown,unknown
9/16/2009,albuquerque,nm,"The worker was installing metal coping at the roof edge when he lost his balance and fell tot he ground. The worker was hospitalized and died on October 9, 2009.",unknown,unknown
10/12/2009,springtown,tx,Worker was changing a fluorescent overhead light and was electrocuted.,unknown,unknown
10/12/2009,san juan,pr,Worker fell 70-feet into a gap that was on the formwork while removing the excess plaster.,unknown,unknown
