incident_date,city,state,description,plan,citation
9/30/2013,huntington beach,ca,Worker was electrocuted in concrete electrical vault.,unknown,unknown
9/30/2013,cedar rapids,ia,Worker performing repairs on bridge killed when man lift basket pinned him against the bridge.,unknown,unknown
9/30/2013,shakopee,mn,Worker was struck and killed by a horse being groomed. ,unknown,unknown
9/30/2013,elizabeth,nj,Worker struck and killed by truck.,unknown,unknown
9/30/2013,vernon,ca,Worker cleaning sump hole fell in and drowned.,unknown,unknown
9/30/2013,holbrook,az,Worker died after fall from the deck of a bridge under construction.,unknown,unknown
9/30/2013,marion,in,Hotel worker fatally shot during robbery.,unknown,unknown
9/30/2013,wilmington,de,Worker crushed by computer cabinet that fell from a delivery truck.,unknown,unknown
9/29/2013,daphne,al,Worker died after a fall on construction site. ,unknown,unknown
9/27/2013,lafe,ar,Worker struck and killed by an outrigger while lowering a manufactured home onto blocks.,unknown,unknown
9/27/2013,tampa,fl,Worker trimming a tree on a step ladder died after being struck by a tree limb and falling to the ground.,unknown,unknown
9/27/2013,indianapolis,in,Worker was crushed by a boom on crane being used to lift generator. ,unknown,unknown
9/27/2013,glenns ferry,id,Smokejumper died when his parachute canopy failed to deploy.,unknown,unknown
9/27/2013,lafayette,la,Worker died when the dock underneath the tow tractor he was operating suddenly collapsed.,unknown,unknown
9/27/2013,college corner,oh,Worker died after being pinned between a truck and a dumpster when the truck rolled.,unknown,unknown
9/27/2013,college park,ga,Worker crushed and killed by a light rail grinder train car.,unknown,unknown
9/27/2013,austin,tx,Worker died after falling from the 2nd story framing level.,unknown,unknown
9/26/2013,gaffney,sc,Worker died after falling from a cherry picker that was struck by a truck.,unknown,unknown
9/26/2013,liberty center,ia,Worker performing construction road flagger duties was struck and killed by a truck.  ,unknown,unknown
9/26/2013,poplar bluff,mo,Equipment operator drowned when an excavator tipped and the cab became submerged in water.,unknown,unknown
9/26/2013,tehama,ca,Worker died when caught between the hitch and trailer of a dump truck. ,unknown,unknown
9/26/2013,chicago,il,Worker died after falling from roof. ,unknown,unknown
9/25/2013,myerstown,pa,Worker loading a mechanical harvester died when his leg got caught on a corn bale and pulled into the machine.,unknown,unknown
9/25/2013,hancock,vt,Cement truck worker killed in vehicle crash.,unknown,unknown
9/25/2013,paynesville,mn,Worker was struck and killed by a pay loader.,unknown,unknown
9/25/2013,golden,co,Worker struck and killed by a dump truck. ,unknown,unknown
9/25/2013,wilder,ky,Worker died after falling 25 feet while installing steel and insulation on deck.,unknown,unknown
9/25/2013,indianapolis,in,Worker shot during a store robbery. ,unknown,unknown
9/25/2013,blackwell,ok,Worker died after falling 33 feet from aerial lift. ,unknown,unknown
9/25/2013,rancho cucamonga,ca,Worker was run over by truck. ,unknown,unknown
9/24/2013,falls city,tx,Five workers were hospitalized after being scalded by heated water released from a failed pressure valve on the machine they were cleaning.,unknown,unknown
9/24/2013,anaheim,ca,Worker electrocuted.,unknown,unknown
9/24/2013,fort collins,co,Worker struck and killed by a passing automobile.,unknown,unknown
9/23/2013,roseville,mn,Worker died after falling in a storage room and hitting his head on the concrete floor.,unknown,unknown
9/23/2013,middletown,de,Worker died when the walls of the trench he was working in collapsed.,unknown,unknown
9/23/2013,waynesville,mo,Roofer died after falling 16 feet when part of the roof broke away. ,unknown,unknown
9/23/2013,san antonio,tx,Worker died after falling 19 feet from platform.,unknown,unknown
9/23/2013,los angeles,ca,Worker was struck and killed by window that tipped off back of truck.,unknown,unknown
9/23/2013,barstow,tx,Worker on an oil well was struck and killed when part of the drill's overhead piston pump fell on him.,unknown,unknown
9/23/2013,oyster bay,ny,Worker was struck by a motor vehicle during a roadside pickup.,unknown,unknown
9/23/2013,theodore,al,Worker struck and killed by a high-pressure release from a liquid carbon dioxide tank. ,unknown,unknown
9/22/2013,st. cloud,mn,Worker died after falling six stories while washing windows.,unknown,unknown
9/22/2013,oberlin,la,Worker struck and killed by a joint casing that fell from a truck.,unknown,unknown
9/21/2013,laguna beach,ca,Worker in vehicle was struck by truck on public highway.,unknown,unknown
9/21/2013,new orleans,la,Worker was crushed while disassembling a modular trailer unit.,unknown,unknown
9/20/2013,vallejo,ca,Worker struck and killed by a construction tractor scraper.,unknown,unknown
9/20/2013,indianapolis,in,Officer shot and killed while attempting to rescue a victim of domestic violence.,unknown,unknown
9/20/2013,mare island,ca,Worker was struck and killed by a construction tractor scraper while surveying a worksite. ,unknown,unknown
9/20/2013,eleva,wi,Worker killed in a vehicle collision after the trailer of the vehicle  became unhitched.,unknown,unknown
9/20/2013,swainsboro,ga,Worker performing stucco work from a second level scaffold died after falling 16 feet.,unknown,unknown
9/19/2013,ventura,ca,Worker died after falling 45-feet from a tree during trimming operations.,unknown,unknown
9/19/2013,gary,in,One worker electrocuted and two others hospitalized while working on an outdoor billboard.,unknown,unknown
9/19/2013,fort payne,al,Worker installing metal roof clips died after falling 28 feet.,unknown,unknown
9/19/2013,owensboro,ky,Worker replacing dump truck axle was crushed when the floor jack failed.,unknown,unknown
9/18/2013,chicago,il,Worker drowned while relining the inside of a sewer during a heavy rain.,unknown,unknown
9/17/2013,grand junction,co,Worker driving a rental car shuttle was killed in a vehicle collision.,unknown,unknown
9/17/2013,harrison,oh,Worker died from fall while conducting repairs to a gutter on a residential house.  ,unknown,unknown
9/17/2013,brownsville,tn,Worker struck and killed by a vehicle while picking up roadside debris.,unknown,unknown
9/16/2013,goleta,ca,Worker was crushed between truck and loading dock while unloading material.,unknown,unknown
9/16/2013,glen echo,md,Worker operating back hoe died after being caught-between the machine and house under construction.,unknown,unknown
9/16/2013,houston,tx,Worker performing maintenance on an electrical forklift was crushed and killed by the machine's overhead guard and mast. ,unknown,unknown
9/16/2013,fernandina beach,fl,Electrician working from an aerial lift was electrocuted by an overhead power line.,unknown,unknown
9/16/2013,miami,fl,Worker struck and killed by a valve assembly.,unknown,unknown
9/15/2013,perryville,ar,Worker electrocuted while servicing transmission lines from a helicopter.,unknown,unknown
9/14/2013,o' fallon,mo,Worker died after being struck by the cement mixer he was repairing.,unknown,unknown
9/14/2013,chicago,il,Worker was crushed between a box truck and a front end loader.,unknown,unknown
9/13/2013,merritt island,fl,A deck hand drowned after falling into the water while assisting in securing a tug boat to a barge.,unknown,unknown
9/13/2013,orange,ca,Worker electrocuted while working on an electrical panel inside vacant commercial building.,unknown,unknown
9/13/2013,point comfort,tx,Five workers were hospitalized for injuries sustained in a flash fire caused by the release of a chemical under pressure.,unknown,unknown
9/13/2013,miami,fl,Worker died after being struck by an SUV.,unknown,unknown
9/12/2013,oviedo,fl,Worker died after being struck by a vehicle while working on a roadway project.,unknown,unknown
9/12/2013,chicago,il,Worker died after being pulled into the grinding section of an asphalt paving machine.,unknown,unknown
9/12/2013,mammoth lakes,ca,Worker died after being struck by a falling branch while trimming a tree.,unknown,unknown
9/11/2013,canastota,ny,Worker welding inside a tank connected to a sewage treatment facility died in an explosion..,unknown,unknown
9/11/2013,bethel,oh,Worker performing brake repairs died after falling from a step ladder.,unknown,unknown
9/11/2013,honolulu,hi,Worker died after falling 50 feet from a suspension scaffold.,unknown,unknown
9/11/2013,carlstadt,nj,Worker died after being overcome by toluene vapor while taking solvent level measurements from an outdoor storage tank. ,unknown,unknown
9/11/2013,san benito,tx,Worker performing trash removal died after falling from tractor and being run over.,unknown,unknown
9/11/2013,cochranton,pa,Forklift operator was killed when the lift went off a dock and rolled onto him.,unknown,unknown
9/11/2013,rome,ga,"Worker cutting a water pipe with a chain saw died after the saw kicked back and cut his neck, severing arteries. ",unknown,unknown
9/11/2013,selem,mo,Worker died after falling from the bumper of a cooler truck.  ,unknown,unknown
9/11/2013,lake oswego,or,Worker died from overexposure to heat while trimming trees.,unknown,unknown
9/10/2013,belleville,il,Worker died after falling off of a six foot ladder. ,unknown,unknown
9/10/2013,st. paul,mn,Worker was crushed by large piece of concrete that fell onto cab of the crane.  ,unknown,unknown
9/10/2013,northville,sd,Worker installing insulation and panels on the roof of a steel building died after falling approximately 20 feet. ,unknown,unknown
9/10/2013,wheeling,wv,Worker died after being stung several times during a service call. ,unknown,unknown
9/9/2013,swoyerville,pa,Worker died after the steeple of a church that was being demolished fell on the cab of the tractor he was operating.,unknown,unknown
9/9/2013,derby,ct,Worker crushed by a snow plow blade that slid off forklift blades.,unknown,unknown
9/9/2013,norman,ok,Worker died from a 67-foot fall when the scaffold he stepped onto collapsed. ,unknown,unknown
9/9/2013,houston,tx,Worker was crushed by the forklift he was operating when it fell over on him. ,unknown,unknown
9/9/2013,clinton,ut,Worker stocking merchandise died in fall from step ladder.,unknown,unknown
9/9/2013,albion,ne,Worker died after being struck by a motor bucket.,unknown,unknown
9/8/2013,piscataway,nj,Worker died after being run over and crushed by bulldozer.,unknown,unknown
9/8/2013,calhoun,ky,Worker was struck and killed by tree that was being removed from a telephone line. ,unknown,unknown
9/7/2013,bethlehem,pa,Three workers were hospitalized after the butane canisters over-heated and exploded. ,unknown,unknown
9/7/2013,mobile,al,Shipboard rigger died after being struck by falling cargo while it was being transferred from the pier.,unknown,unknown
9/7/2013,traver,ca,Worker killed in collision between all-terrain vehicle he was operating and another vehicle.,unknown,unknown
9/6/2013,desert hot springs,ca,Worker electrocuted while changing power pack. ,unknown,unknown
9/6/2013,mt clemens,mi,Worker crushed between transfer cart and automotive paint coating machine.,unknown,unknown
9/6/2013,vegas baja,pr,Worker operating a compact excavator was caught between bucket and machine frame.,unknown,unknown
9/6/2013,sandy creek,or,One worker killed and three others hospitalized when roof trusses that were being installed fell over and collapsed into structure under construction.  ,unknown,unknown
9/6/2013,willis,tx,Worker performing paving/concrete work died after being struck by a driveshaft.,unknown,unknown
9/5/2013,houston,tx,Plumber was electrocuted while cutting through a pipe.,unknown,unknown
9/5/2013,grand haven,mi,Worker leveling stone in preparation for paving was struck and killed by a skid steer operating in reverse.,unknown,unknown
9/5/2013,elkhart,in,Two workers were shot and killed during store robbery.,unknown,unknown
9/4/2013,bristow,ok,Worker died in an explosion at an oil tank battery.,unknown,unknown
9/4/2013,skippack,pa,Electrical journeyman electrocuted while installing lighting equipment.  ,unknown,unknown
9/4/2013,hood river,or,Worker crushed and killed when the tractor he was operating rolled down a steep ravine.  ,unknown,unknown
9/4/2013,mathis,tx,Worker in an aerial lift repairing a railroad trestle died after falling 40-60 feet.,unknown,unknown
9/3/2013,marion,nc,Worker sweeping debris from roadway died when a dump truck backed over him.,unknown,unknown
9/3/2013,thousand oaks,ca,Worker painting died after falling 15 feet from ladder. ,unknown,unknown
9/3/2013,orleans,in,Worker killed by moving saw blade.,unknown,unknown
9/3/2013,neil,ar,Worker at a well site collapsed and died from heat.,unknown,unknown
9/3/2013,woodinville,wa,Worker was killed in vehicle collision.,unknown,unknown
9/2/2013,nelson,ca,Worker died in all terrain vehicle crash.,unknown,unknown
9/2/2013,sumner,ms,Worker performing tractor maintnenace was killed when the vehicle slipped into gear and rolled over him.,unknown,unknown
9/1/2013,irondale,al,Worker died after falling 50 feet while pressure washing the inside of a water tower.,unknown,unknown
9/1/2013,burlington,ma,Worker died after falling from a fixed ladder while replacing filters in a HVAC system located on the roof.,unknown,unknown
8/31/2013,irondale,al,Worker died after falling 50 from a ladder inside a water tower.,unknown,unknown
8/31/2013,johnston,ri,Employee killed after being run over by a dump truck while making repairs to the braking system.,unknown,unknown
8/31/2013,siloam springs,ar,Four workers hospitalized after being overexposed to carbon dioxide at a poultry processing plant.,unknown,unknown
8/31/2013,wapakoneta,oh,Worker killed after falling from an extension ladder during tree trimming operations.,unknown,unknown
8/31/2013,white plains,ny,Security guard was stabbed to death by a resident.,unknown,unknown
8/30/2013,blairsville,pa,Three employees were hospitalized when their utility vehicle rolled over. ,unknown,unknown
8/30/2013,turnersville,nj,Worker struck and killed by a utility pole that had fallen off the back of a boom truck. ,unknown,unknown
8/30/2013,jemez springs,nm,Employee killed in an ATV acident while investigating a report of smoke in the Santa Fe National Forest. ,unknown,unknown
8/30/2013,buford,ga,Worker delivering a package struck and killed by another vehicle.,unknown,unknown
8/29/2013,columbus,tx,Driver loading a drilling rig onto a truck died after being struck by a cable.,unknown,unknown
8/29/2013,punta gorda,fl,Construction worker died in a motor vehicle accident. ,unknown,unknown
8/29/2013,shady grove,pa,Worker died after being pinned between two mobile cranes.,unknown,unknown
8/29/2013,steubenville,oh,Worker died after falling from construction equipment.,unknown,unknown
8/29/2013,medicine lodge,ks,Worker electrocuted while reconstructing a power line. ,unknown,unknown
8/29/2013,houston,tx,Worker died after falling 11 floors down an elevator shaft.,unknown,unknown
8/29/2013,stephentown,ny,Worker struck and killed by a falling tree during tree-cutting operations.,unknown,unknown
8/28/2013,chicago,il,Employee killed after being struck by material hanging from an overhead crane.,unknown,unknown
8/28/2013,keshena,wi,Worker suffered multiple bee stings and died after falling abd striking his head. ,unknown,unknown
8/28/2013,riverdale,md,Worker installing a banner died after falling from an extension ladder. ,unknown,unknown
8/28/2013,cherokee,nc,Worker died after a riding lawn mower rolled onto him.,unknown,unknown
8/28/2013,andover,ny,Oil worker servicing a well died after being struck by falling equipment when the oil rig mast broke.,unknown,unknown
8/27/2013,lufkin,tx,Employee loading sheetrock was killed after being pinned between a loaded forklift and a flatbed truck. ,unknown,unknown
8/27/2013,garden city,ks,Employee struck and killed by a car.,unknown,unknown
8/26/2013,columbus,ga,Two workers were killed at an excavation site when the 15-foot deep trench they were working in collapsed. ,unknown,unknown
8/26/2013,hampton,va,Employee drowned after falling from a floating dock while washing the hull of motor yacht.,unknown,unknown
8/26/2013,sarasota,fl,Employee drowned while inspecting a seawall under construction.,unknown,unknown
8/26/2013,plano,tx,Worker drowned in a golf course pond when a lawnmower flipped over onto him.,unknown,unknown
8/26/2013,alliance,ne,Worker crushed and killed by a truck while removing a pnuematic powered axle.,unknown,unknown
8/26/2013,aurora,mo,Worker died after falling nearly 30 feet from a manlift.,unknown,unknown
8/26/2013,guthrie,tx,Employee killed after being struck by a backhoe.,unknown,unknown
8/24/2013,fort worth,tx,Worker died when a chimney fell on him during demolition operations.,unknown,unknown
8/24/2013,killdeer,nd,Worker was killed after being run over by a truck and tanker trailer at a fracking oil well site.,unknown,unknown
8/24/2013,torrance,ca,Worker died from fall while installing floor covering.,unknown,unknown
8/23/2013,katy,tx,Worker killed when caught between the ground and bumper of the bucket truck he was repairing.  ,unknown,unknown
8/23/2013,shippenville,pa,Worker fatally crushed between a roller conveyor and the conveyor system while working on a hydraulic pump.,unknown,unknown
8/23/2013,,ms,Worker electrocuted by power line.     ,unknown,unknown
8/23/2013,hobart,wi,Insurance employee was killed in a motor vehicle crash while traveling on business.,unknown,unknown
8/23/2013,henderson,tx,Worker died in fall down staircase.,unknown,unknown
8/22/2013,pocahontas,ar,Worker killed when caught in a rotary injection molding machine.,unknown,unknown
8/22/2013,simsboro,la,Truck driver was fatally crushed under the landing gear of a semi-trailer.,unknown,unknown
8/22/2013,jackson,tx,Employee working as a highway workzone flagger was struck and killed by motor vehicle.,unknown,unknown
8/21/2013,kingsville,tx,Construction worker died from heat stress.,unknown,unknown
8/21/2013,garrison,tx,Worker electrocuted from overhead power line.,unknown,unknown
8/20/2013,holliston,ma,Worker in aerial lift burned and electrocuted from overhead electrical line.,unknown,unknown
8/20/2013,missouri city,tx,Landscape employee crushed and killed by tractor and truck.,unknown,unknown
8/20/2013,las vegas,nv,Worker died after falling 20 feet through aluminum decking from second level of steel structure.,unknown,unknown
8/20/2013,cucamonga,ca,Worker was struck and killed by skid loader.,unknown,unknown
8/19/2013,millerton,ny,Farm worker was killed after being run over by tractor.,unknown,unknown
8/19/2013,midland,mi,One worker was killed and two hospitalized in a fall from self-propelling work platform.,unknown,unknown
8/19/2013,severn,md,Worker died when a 7-foot deep trench collapsed.,unknown,unknown
8/19/2013,turner,me,Worker shot and killed in a chicken barn. ,unknown,unknown
8/19/2013,missoula,mt,Employee died from burns from a vapor fire in a paint room.,unknown,unknown
8/19/2013,indianola,ms,Forklift operator killed after being struck by a distracted driver.,unknown,unknown
8/19/2013,lake city,sc,Worker electrocuted while performing extermination work.,unknown,unknown
8/19/2013,fountain valley,ca,Driver killed in vehicle accident.,unknown,unknown
8/17/2013,homestead,fl,Secutiry worker fatally while patrolling.,unknown,unknown
8/17/2013,louise,ms,Worker installing satellite dishes to a communications tower died after falling 125 feet.,unknown,unknown
8/17/2013,north salem,ny,Painter died after falling from a 30-foot ladder. ,unknown,unknown
8/17/2013,galveston,tx,Worker died from chemical pneumonitis after being exposed to sulfuric acid and sulfur dioxide.,unknown,unknown
8/17/2013,ashtabula,oh,Worker installing sheet metal roof materials died after falling 20 feet through a skylight.,unknown,unknown
8/16/2013,encino,tx,Worker died from heat stroke during surveying operations.,unknown,unknown
8/16/2013,albuquerque,nm,Worker died from a spider bite.,unknown,unknown
8/15/2013,lafayette,oh,Oil rig worker died after falling 60 feet.,unknown,unknown
8/15/2013,jacksonville,fl,Worker was fatally crushed between feeding cart and feeding tray roller assembly.,unknown,unknown
8/14/2013,new prague,mn,Electrical worker died after falling into 50 foot hole.,unknown,unknown
8/14/2013,warrenton,mo,Worker electrocuted by high tension wires.,unknown,unknown
8/14/2013,caruthers,ca,Worker crushed and killed after being caught between dump truck and parked trailer.,unknown,unknown
8/14/2013,watchung,nj,Landscape worker died from bee sting.,unknown,unknown
8/14/2013,wolf creek,or,Worker struck and killed when a semi-truck while working on the grass side of a guardrail.,unknown,unknown
8/14/2013,valdosta,ga,Three workers hospitalized during a chemical fire. ,unknown,unknown
8/14/2013,fort polk,la,Worker died after falling 30 feet when the air hoist line became caught on an oil rig during rig-up operations.,unknown,unknown
8/14/2013,costa mesa,ca,Worker died after falling from 10-foot ladder.,unknown,unknown
8/13/2013,elk grove,ca,Worker killed when forklift rolled over onto him. ,unknown,unknown
8/13/2013,hugoton,ks,Worker died in concrete truck accident.,unknown,unknown
8/13/2013,middleburg,fl,Worker died in 50-foot fall from tree during trimming operations.,unknown,unknown
8/13/2013,tallapoosa,ga,Worker operating an edger struck and kille by a piece of lumber that was ejected from edging machine.  ,unknown,unknown
8/12/2013,pompano beach,fl,Warehouse worker died after falling from a ladder.,unknown,unknown
8/12/2013,hannahan,sc,Worker electrocuted while performing work on a HVAC unit.  ,unknown,unknown
8/12/2013,victor,ia,Worker struck and killed by skid loader while unloading wood posts. ,unknown,unknown
8/12/2013,andrews,sc,Worker performing flag work in a road construction zone killed in a multiple vehicle collision.,unknown,unknown
8/12/2013,victoria,tx,Worker electrocuted by exposed and energized transmission line.,unknown,unknown
8/12/2013,saint clair,mo,Three workers hospitalized during truss collapse.,unknown,unknown
8/12/2013,coats,nc,Worker died after falling 200 feet from communication tower.,unknown,unknown
8/11/2013,kansas city,mo,Worker died in fall through skylight while installing insulation on a roof.,unknown,unknown
8/11/2013,chester,sc,Worker electrocutred while trying to find water leak under a residential home.,unknown,unknown
8/11/2013,hochheim,tx,Worker struck and killed by a 60-inch pipe wrench. ,unknown,unknown
8/10/2013,bakersfield,ca,Worker died after being struck by a race car. ,unknown,unknown
8/10/2013,longview,tx,Three employees were hospitalized after a flash fire during welding operations.,unknown,unknown
8/10/2013,pitman,nj,Worker died in fall from a truck.,unknown,unknown
8/10/2013,ely,nv,Worker died after being ejected from ATV.,unknown,unknown
8/10/2013,topanga,ca,Worker fell 100 feet into river and was swept over waterfall.,unknown,unknown
8/9/2013,stillwater,ok,Electrical apprentice electrocuted while repairing wires in attic.,unknown,unknown
8/9/2013,pascagoula,ms,Three employees were hospitalized after being sprayed with sulfuric acid during pumping operations. ,unknown,unknown
8/9/2013,eugene,or,Worker killed when manlift fell over while working on a cell tower.,unknown,unknown
8/9/2013,itasca,tx,Employee in construction zone died after an 18-wheeler rear-ended the vehicle he was operating. ,unknown,unknown
8/8/2013,hemingway,sc,Worker performing flag work struck and killed by an oncoming vehicle.,unknown,unknown
8/8/2013,chawahilla,ca,Worker crushed and killed after being thrown from tractor.,unknown,unknown
8/7/2013,jal,nm,Worker crushed to death between oil and gas drilling machine and truck.,unknown,unknown
8/7/2013,green acres,fl,Worker killed by overturned lawn mower.,unknown,unknown
8/7/2013,tyler,tx,Skid-steer loader operator working at a demolition site was killed when the loader fell into an open pit.,unknown,unknown
8/7/2013,sun city center,fl,Worker died after falling from a 15-foot scaffold while doing stucco work.,unknown,unknown
8/7/2013,bear mountain,ny,Worker struck and killed by an excavator hammer.,unknown,unknown
8/7/2013,whigham,ga,Worker died after being cut during repairs to a saw carriage.,unknown,unknown
8/7/2013,las vegas,nv,Worker died afer falling 16 feet from a communications tower.,unknown,unknown
8/7/2013,waynesboro,va,Worker climbing a cell phone tower communication died after falling approximately 100 feet.  ,unknown,unknown
8/7/2013,grand rapids,mi,Worker electrocuted from power lines.,unknown,unknown
8/6/2013,middletown,oh,Worker died from ashyxiation after becoming engulfed in fly-ash.,unknown,unknown
8/6/2013,merlin,or,Rescue worker killed when boat rolled over onto him.,unknown,unknown
8/6/2013,the villages,fl,Worker died after being overcome by fumes while working in a manhole.,unknown,unknown
8/6/2013,wheeler,il,Worker struck and killed by vehicle while performing road work.,unknown,unknown
8/6/2013,fort pierce,fl,Marine construction diver drowned.,unknown,unknown
